cdsCode|lea|priorityNumber|summary|meetingDate|additionalInfo|performance|year
54722490133793|Accelerated Charter High|6|Each spring Tulare Joint Union High School District administers a climate survey to its students. This student survey is administered to sophomores and seniors. The total number of the responses for the survey in the spring of 2019 was 2,078 students.  The survey includes specific questions geared at school safety and student connections to school. The survey includes questions from the California Healthy Kids Survey, however, we do not use the California Healthy Kids Survey every year, as it is a lengthy survey, resulting in students at times rushing through it. Through the survey, the majority of the students (60%) in our district indicated that they feel close to people at school, with only 13% of the students disagreeing or strongly disagreeing. Fifty-six percent of the students indicated that they were happy to be at school, while 12% disagreed or strongly disagreed. Nearly half of the students agreed or strongly agreed that they feel like they are part of the school (46%), while only 18% disagreed or strongly disagreed. Additionally, 54% of the students indicated that they feel safe at school, while only 12% disagreed or strongly disagreed. In addition to the positive response regarding school climate and safety, students also indicated that at their school, they have access to: challenging courses, such as Advanced Placement and honors (71%)and the necessary instructional materials (84%). Based on the survey results, the majority of our students feel safe and welcomed at our schools. Even though this is a definite strength, our district continues to explore way to engage all of our students, especially the 30% that still do not feel connected to our school. One of our challenges includes continuing to create a climate where all students feel welcomed and connected to our sites. This has resulted in our district continuing to develop our PBIS program and incentives. Based on the survey results, our district continues to make it a priority to provide training to our staff on improving connections to students. This includes providing all of our teachers with mental health training. Lack of time is another challenge for our district and has led us to be creative with our training and opportunities that we provide to our students and teachers.  We are also continuing to explore different ways to provide students with more opportunities at Accelerated Charter High School.|2019-10-17||Met|2019
43694270125617|ACE Charter High|6|GOAL: ACE Charter High is committed to ensuring a positive school culture. Toward that end, it holds the goal that staff create an optimistic, celebratory school environment based on ACE values that inspires growth, promotes student learning.   ASSESSMENT: Progress is assessed through 1) Panorama Survey Data, 2) Engagement Indicators (Attendance, Chronic Absenteeism, Suspension, Expulsion). Panorama was selected because it provides valid and reliable feedback about a wide range of the topics aligned to State Priorities and the school’s LCAP, including student and family engagement and school climate and culture.  ANALYSIS: On the Panorama Survey, 47% of students and 38% of staff rated the school culture as effective. The attendance rate was 90%, chronic absenteeism rate was 33%, and suspension rate was 17.1%. As the school experienced significant changes in staff, continued actions as detailed below will take place to re-establish a positive school culture and climate.  ACTIONS: The following actions support this goal: 1) Foster a sense of community through structures that support students being known well, including Advisory and Student-led Conferences, 2) Identify and facilitate events, experiences, and rewards that promote an optimistic, celebratory school environment; 3) Support students and families in connecting with mental health services, to support social and emotional development; 4)  Explore and expand sports and club offerings, aligned to student demand; 5) Provide ongoing professional development for teachers in strategies and practices that foster an optimistic, celebratory environment; 6) Continue to refine implementation of the behavior intervention ladder, to ensure consistency, responsiveness, and restoration.  2018-19 PROGRESS: ACE Charter High realized the following progress: 1) Sense of Community - Established three new Lead Teacher positions, to support community development: an Optimistic Culture Lead focused on student events and student government; an External Activities Lead focused on community partnerships and field trips that connect the classroom to careers; and a Leadership Lead focused on supporting the student leadership class and activities. 2) Behavior Intervention Ladder - Continued to refine behavior intervention ladder, making it more concise and easier to understand. This included implementation of both quick interventions for minor events and reflection time with the Assistant Dean for more serious infractions, complete with written and verbal reflection and restoration using restorative practices. 3) Events, Experiences, and Awards - Efforts included new awards night twice annually to celebrate students for both growth and achievement in academics, effort, and persistence and additional family events such as a spring cooking festival and car a car show. These events continue to strengthen the sense of community between school and home, as well as between students and families.|2019-10-16||Met|2019
43104390116814|ACE Empower Academy|6|GOAL: ACE Empower is committed to ensuring a positive school culture. Toward that end, it holds the goal that staff create an optimistic, celebratory school environment based on ACE values that inspires growth, promotes student learning.     ASSESSMENT: Progress is assessed through 1) Panorama Survey Data, 2) Engagement Indicators (Attendance, Chronic Absenteeism, Suspension, Expulsion). Panorama was selected because it provides valid and reliable feedback about a wide range of the topics aligned to State Priorities and the school’s LCAP, including student and family engagement and school climate and culture.  ANALYSIS: On the Panorama Survey, 39% of students, 82% of families, and 75% of staff rated the school culture as effective. The attendance rate was 94%, chronic absenteeism rate was 14%, and suspension rate was 7.6% (a decrease of -1.9% from the prior year). While progress has been made in reducing suspensions, continued actions as detailed below will take place to further develop a positive school culture and climate.  ACTIONS: The following actions support this goal: 1) Foster a sense of community through structures that support students being known well, including Advisory and Student-led Conferences, 2) Identify and facilitate events, experiences, and rewards that promote an optimistic, celebratory school environment; 3) Support students and families in connecting with mental health services, to support social and emotional development; 4)  Explore and expand sports and club offerings, aligned to student demand; 5) Provide ongoing professional development for teachers in strategies and practices that foster an optimistic, celebratory environment; 6) Continue to refine implementation of the behavior intervention ladder, to ensure consistency, responsiveness, and restoration.  2018-19 PROGRESS: ACE Empower realized the following progress: 1) Sense of Community - Student Led Conferences were held in the Fall and will be held in the Spring. A new format was implemented that allowed families to meet with all of their child’s teachers in a rotation format held in the Student Union, rather than just their child’s College Seminar Teacher (Advisor). 2) Behavior Intervention Ladder - Teachers received training in implementation of the system and student incentives were increased via the Ganas store. The Restorative Justice (RJ) practice was expanded under the leadership of the Dean, with implementation of reflections, apology letters, and restorative circles. 3) Events, Experiences, and Awards - Posters were created and displayed in each classroom to track and monitor Ganas award recipients, with the Ganas store open every other week as students could cash in “paychecks” for awards. The new SEL Lead coordinated morning announcements and lunch time events that promoted a “joy factor” as well as healthy environment, from daily quotes to month-long foci on areas such as anti-bullying.|2019-10-16||Met|2019
43694500129247|ACE Esperanza Middle|6|GOAL: ACE Esperanza is committed to ensuring a positive school culture. Toward that end, it holds the goal that staff create an optimistic, celebratory school environment based on ACE values that inspires growth, promotes student learning.   ASSESSMENT: Progress is assessed through 1) Panorama Survey Data, 2) Engagement Indicators (Attendance, Chronic Absenteeism, Suspension, Expulsion). Panorama was selected because it provides valid and reliable feedback about a wide range of the topics aligned to State Priorities and the school’s LCAP, including student and family engagement and school climate and culture.  ANALYSIS: On the Panorama Survey, 59% of students, 82% of families, and 90% of staff rated the school culture as effective. The attendance rate was 94%, chronic absenteeism rate was 20%, and suspension rate was 2.4% (a decrease of -6.9% from the prior year). As data is mixed in terms of school culture and climate, continued actions as detailed below will take place to maintain this culture and further improve it.  ACTIONS: The following actions support this goal: 1) Foster a sense of community through structures that support students being known well, including Advisory and Student-led Conferences, 2) Identify and facilitate events, experiences, and rewards that promote an optimistic, celebratory school environment; 3) Support students and families in connecting with mental health services, to support social and emotional development; 4)  Explore and expand sports and club offerings, aligned to student demand; 5) Provide ongoing professional development for teachers in strategies and practices that foster an optimistic, celebratory environment; 6) Continue to refine implementation of the behavior intervention ladder, to ensure consistency, responsiveness, and restoration.  2018-19 PROGRESS: ACE Esperanza realized the following progress: 1) Sense of Community - Parent-Teacher Conferences were held consistently, with students setting weekly goals using the Sown to Grow platform and receiving coaching support from their teachers in achieving them. As a result, students are more prepared for these conferences and able to articulate their learning and speak about the process. 2) Behavior Intervention Ladder - Reducing suspensions has been a major focus, with a reduction in the suspension rate. This was achieved by developing clear and consistent classroom and grade level practices, with tight grade level teams working together to support students and families and get in front of potential issues. 3) Events, Experiences, and Awards - Negotiated increased access to gymnasium for holding weekly morning assemblies, to celebrate student growth, promote positive school culture, and engage in team building. Two evening events were held for whole school awards to recognize semester long gains.|2019-10-16||Met|2019
43696660131656|ACE Inspire Academy|6|GOAL: ACE Inspire is committed to ensuring a positive school culture. Toward that end, it holds the goal that staff create an optimistic, celebratory school environment based on ACE values that inspires growth, promotes student learning.   ASSESSMENT: Progress is assessed through 1) Panorama Survey Data, 2) Engagement Indicators (Attendance, Chronic Absenteeism, Suspension, Expulsion). Panorama was selected because it provides valid and reliable feedback about a wide range of the topics aligned to State Priorities and the school’s LCAP, including student and family engagement and school climate and culture.  ANALYSIS: On the Panorama Survey, 69% of students, 91% of families, and 50% of staff rated the school culture as effective. The attendance rate was 95%, chronic absenteeism rate was 15%, and suspension rate was 13.9% (a decrease of -0.7% from the prior year). As data is mixed in terms of school culture and climate, continued actions as detailed below will take place to further develop a positive school culture and climate.  ACTIONS: The following actions support this goal: 1) Foster a sense of community through structures that support students being known well, including Advisory and Student-led Conferences, 2) Identify and facilitate events, experiences, and rewards that promote an optimistic, celebratory school environment; 3) Support students and families in connecting with mental health services, to support social and emotional development; 4)  Explore and expand sports and club offerings, aligned to student demand; 5) Provide ongoing professional development for teachers in strategies and practices that foster an optimistic, celebratory environment; 6) Continue to refine implementation of the behavior intervention ladder, to ensure consistency, responsiveness, and restoration.|2019-10-16|2018-19 PROGRESS: ACE Inspire realized the following progress: 1) Sense of Community - Improved Goal Setting, Portfolio, and Student Led Conference practices developed agency for students and families. Students spent time in College Readiness setting goals using the Sown to Grow platform, with active review and feedback from their teachers. They gathered evidence of their work toward these goals to showcase in their Student Led Conferences. 2) Behavior Intervention Ladder - Established a discipline matrix geared toward reducing suspension, with clear steps for addressing disruptive behavior in the classroom and time for students to reflect. Implemented a robust Positive Behavior Intervention System (PBIS), leveraging the Kickboard platform to track merits and demerits (with a focus on a 3:1 ratio). 3) Events, Experiences, and Awards - Implemented events, experiences, and recognition to promote an optimistic and celebratory school environment, with a focus on building college awareness and readiness. Monthly assemblies rewarded individual student growth, as well as house achievement of the core values (respect, pride, ganas) with an incentive party.|Met|2019
01612590111476|Achieve Academy|6|To better understand the needs of students, parents, and staff, Achieve administers the School Climate Assessment Instrument (SCAI). Developed by the Alliance for the Study of School Climate (ASSC) based at CSU Los Angeles, the SCAI is a reliable, valid instrument for measuring school climate, and Achieve has been using it for multiple years. On a 5-point scale, Achieve families rated 4.2 on Leadership & Decisions, which includes evaluating shared decision-making and whether leadership is in tune with the community. Achieve families rated 4.3 on Community Relations, which includes evaluating communication with community and community members being invited to class. Based on results from the survey, Achieve will continue efforts to engage parents in students learning, such as developing skills to support literacy.|2019-10-31||Met|2019
04100410136820|Achieve Charter High|6||||Not Met|2019
04615310110338|Achieve Charter School of Paradise Inc.|6|Data from the Spring 2018 student survey reported: 75% 3-8 feeling safe at school 18% feeling neither safe or unsafe 8% feeling unsafe Although this was a new survey and measurement tool for us, in Spring 2017 92% of 3rd-8th graders reported feeling safe at school.  The 2018 survey was given after the Camp Fire when 100% of our students were declared homeless and were displaced by the Fire. Our school was located in a church facility and many students were living doubled up with other families, in trailers, or hotels.|2019-10-16|For the 2018-2019 school year Achieve is utilizing the SEL surveys from the CORE districts for students, parents, and staff.|Met|2019
31667610000000|Ackerman Charter|6||||Not Met For Two or More Years|2019
19753090000000|Acton-Agua Dulce Unified|6|AADUSD used a district-created survey that captures student perceptions related to school climate. The survey questions were selected to assess students' perceptions of feeling safe at school, feeling happy with their school, feeling the school is supportive, and feeling the school is clean and inviting.   Students in all grade levels responded to the surveys which included a 2nd through 12th grade version and a Kindergarten/1st grade appropriate version. Results were used to establish goals and actions contained in the district's LCAP.  The district's goal was to increase the percentage of students who "agree" or "strongly agree" by 2% annually for each of the questions.  81% of students agree the district provides a supportive environment; a 2% increase from prior year. 75% of students agree they feel safe at school; a 1% increase from prior year. 71% of students feel happy with their school; maintained from prior year. 57% of students feel the school's campus is clean and well maintained; an 30% decrease from prior year.   Student survey results demonstrate students feel happy with their school, a small increase in the percentage of students who feel safe at school as well as those who feel supported because they know they can get extra help learning when needed. The data shows a need to continue, enhance, and/or improve current actions that support students' feelings of clean and well-maintained schools.|2019-10-30||Met|2019
42767866118202|Adelante Charter|6|California Healthy Kids Survey (CHKS) was administered to all 5th graders this year. Survey data show Adelante 5th grade students find school to be a safe and supportive environment. Results are as follows: school connectedness and safety- 86% of 5th graders reported feeling safe at school all or most of the time, this sense of safety has been maintained over the years. 79% reported feeling connected to their school all of the time or most of the time, an increase of 5% from the previous year, and 94% reported that teachers treat students fairly at school all of the time or most of the time.  Parent School Climate Survey show 87% of English-speaking responders and 96% of Spanish-speaking responders (58% response rate) agree or strongly agree that behavioral expectations are clear and consistent. This is a 6% and 3% decrease respectively from last year’s responses. 78.3 % of English-speaking and 90.5 % of Spanish-speaking responders report their child feels safe from verbal abuse, teasing and exclusion at school. This represents a decrease from last year. 91% of English-speaking and 100% of Spanish-speaking responders agree or strongly agree that the elements of school life reflect the principles of equity, justice, respect and dignity of each individual. Identified need: Adelante wants to support all children to feel safe and connected at school. There is still work to be done to ensure this happens. Addressing bullying and verbal abuse using non-violence and restorative practices are a continued focus. Tribes Learning Communities are used in every classroom and are the foundation for building community and connection and addressing social emotional learning and restorative practices when conflict arises. Adelante staff are in the process of developing structures and processes for Restorative Approaches to discipline. Much of what Adelante does in terms of discipline supports the Restorative Approaches but lacks structures for consistency. Just Communities Central Coast has worked with staff to support this work and a committee is actively working toward implementation of new systems. This work is informed by the book Discipline That Restores which all staff were given.A committee comprised of teachers and staff is convening to identify structures and share with staff and parents.|2019-05-06||Met|2019
36675870000000|Adelanto Elementary|6|The LEA surveyed 5th and 8th grade students in 2018 – 19 and almost 500 responses were received. Below are the highlights  The statements with the highest percentage of "agreed or strongly agreed" were: 1. I feel proud to be part of my school  2. The classrooms at learning look welcoming and organized  3. I felt my teachers have high expectations for my academic success  4. My teacher let me know when I'm doing a good job  5. I feel that teachers at my school are generally nice people 6. I believe that there is at least one adult on campus that I could talk to you if I had an emergency and needed help  7. My school provides opportunities for my parents / guardians to visit and see what I do at school (assemblies, what ceremonies, please, sporting events, etc)  8. I know what I do if there was an emergency at my school The statements which were identified as focus areas based on having less than 70% (Agreed/Strongly Agreed) were:  1. The rules at my school fairly apply to all  2. I think students at my school generally get along well with each other  3. I do not worry about being hurt at school  4. At school, I am treated kindly even by people who think I'm different from them  5. Adult on campus listen to what I have to say Based on the lower positive responses to the statements, the below actions have been implemented: 1. Extensive training with Restorative Practices for all staff 2. Training for campus security staff and classroom para educators around student discipline and positive interventions 3. Trained all Principals on Alternative Dispute Resolution and will do that for all assistant administrators this year. 4. Providing SEL across all sites and set an expectation of conducting a 10 minute lesson in each class everyday 5. Introducing parent education classes around restorative practices and de-escalation at home 6. Working on creating Peer mediation program at the site 7. PBIS practices implemented and monitored across every campus 8. Anti-bullying workshops held throughout the year at all campuses 9. Partnering with community organizations to provide support for specific subgroups 10. Reviewing data closely to monitor disproportionate discipline infractions and consequences 11. Continuing to provide training in Trauma Informed Behaviors, student support services and counseling The district continues to work on areas of need based on feedback and anticipates an increase in positive affirmation in the statements which we are focusing on this year.|2019-10-29|The LEA continues to work with local and county resource providers to support student success. The community has several challenges:  1. The economic data shows that Adelanto is 45% below the poverty lines;  2. 90% of our students are in the National Lunch Program   3. Two federal prisons and three ICE detention centers are in the community;   4. High transition rates and declining enrollment for the past three years. All these criteria provide excessive stress and trauma on the community, families and the students in our schools. We experience an excessive amount of discipline and truancy issues. The LEA recognizes that despite the issues within the community, the school is a safe place and must provide a nurturing and supportive environment for all students. The district staff continues to institute support services to address student needs.|Met|2019
30666700135897|Advanced Learning Academy|6||||Not Met|2019
51105120138040|AeroSTEM Academy|6|AeroSTEM Academy has a growing reputation in the community for being a safe, small school setting. Input from stakeholders in the community indicate that AeroSTEM is perceived as a high quality school that limits class sizes, employs caring and innovative staff and teachers, and provides a much needed job skills based curriculum including vital aspects such as critical thinking, college and career exploration, public speaking, hands on mechanical and engineering skills, and state of the art STEM and CTE courses.   Parents feel engaged and heard and appreciate AeroSTEM’s willingness to respond quickly and flexibly to the needs of the students and families. State testing scores indicate that students at AeroSTEM are performing at least in the same range and in some instances in a higher performance range academically as compared to neighborhood schools. Students and Staff indicate they feel challenged and positive about the learning environment.|2019-10-11|AeroSTEM Academy has been fortunate to locate our classrooms at the local fairgrounds. While the grounds are beautiful and generally safe, they do not allow for the school to be locked in case of emergency and often people outside of the school staff are on the grounds and unmonitored. Teaching in rooms without walls is a challenge, but one that our teachers are rising to daily. AeroSTEM Board and administration is working diligently on moving the campus to our own facility at the Yuba Sutter Airport. This will create a safer, more contained and better supervised facility as well as individual classrooms better suited for positive learning environments. This move is expected to occur in the 2019-2020 school year.|Met|2019
